ts_utc,lat,lon,sog,cog,mmsi,vessel_type,VHM0,VMDR,VTM10,uo,vo,u10,v10,stormy,rel_wave_angle,sea_sector,along_current_kn,cross_current_kn,stw_est_kn,wind_speed_ms,wind_dir_to,rel_wind_angle
2025-03-21 08:20:00,9.833,107.688,0.0,,1069,fishing,0.5199999883770943,309.8699970971793,6.859999846667051,-0.13036765,0.006327818,4.877734,0.032880858,0,,,,,,4.877845,89.61377,
2025-03-20 01:50:00,33.813,122.005,0.2,,4097,fishing,0.5199999883770943,309.8699970971793,6.859999846667051,-0.13036765,0.006327818,-0.18226562,5.4228806,0,,,,,,5.425943,358.07498,
2025-03-21 00:20:00,21.302,114.259,1.7,,11131,fishing,0.5199999883770943,309.8699970971793,6.859999846667051,-0.13036765,0.006327818,-8.852265,0.15288086,0,,,,,,8.853585,270.9894,
2025-03-20 15:20:00,22.139,117.15,0.2,,21658,fishing,0.5199999883770943,309.8699970971793,6.859999846667051,-0.13036765,0.006327818,-4.6822658,-1.2871192,0,,,,,,4.8559537,254.62949,
2025-03-21 07:50:00,12.185,109.224,0.2,,22145,fishing,0.5199999883770943,309.8699970971793,6.859999846667051,-0.13036765,0.006327818,2.6277344,-0.58711916,0,,,,,,2.692526,102.59482,
2025-03-21 03:10:00,22.961,117.27,0.3,,67213,fishing,0.5199999883770943,309.8699970971793,6.859999846667051,-0.13036765,0.006327818,-2.0222657,-1.9271191,0,,,,,,2.793447,226.38008,
2025-03-21 08:20:00,9.833,107.688,0.0,,90782,fishing,0.5199999883770943,309.8699970971793,6.859999846667051,-0.13036765,0.006327818,4.877734,0.032880858,0,,,,,,4.877845,89.61377,
2025-03-20 14:40:00,10.639,107.78,0.2,315.0,93365,fishing,0.5199999883770943,309.8699970971793,6.859999846667051,-0.13036765,0.006327818,1.0277344,-1.4671191,0,174.8699970971793,head,0.18788825743780418,0.17049305439951137,0.012111742562195826,1.7912779,144.98828,170.01171875
2025-03-20 15:10:00,10.639,107.78,0.0,216.0,93365,fishing,0.5199999883770943,309.8699970971793,6.859999846667051,-0.13036765,0.006327818,1.0277344,-1.4671191,0,86.1300029028207,beam,0.13900180294322587,-0.2122460309641194,-0.13900180294322587,1.7912779,144.98828,71.01171875
2025-03-20 15:20:00,10.638,107.779,0.0,,93365,fishing,0.5199999883770943,309.8699970971793,6.859999846667051,-0.13036765,0.006327818,1.0277344,-1.4671191,0,,,,,,1.7912779,144.98828,
2025-03-20 02:20:00,25.07,61.419,0.0,,700026,fishing,,,,,,4.5577345,3.082881,0,,,,,,5.502463,55.925323,
2025-03-20 15:30:00,24.867,122.122,1.0,329.0,1005234,fishing,0.5199999883770943,309.8699970971793,6.859999846667051,-0.13036765,0.006327818,-1.9822656,7.5728807,0,160.8699970971793,head,0.14106117030243862,0.2108829654438588,0.8589388296975614,7.82802,345.33145,16.331451416015625
2025-03-20 15:50:00,24.867,122.122,0.9,274.0,1005234,fishing,0.5199999883770943,309.8699970971793,6.859999846667051,-0.13036765,0.006327818,-1.9822656,7.5728807,0,144.1300029028207,beam,0.2536545756186425,0.005406953783389208,0.6463454243813576,7.82802,345.33145,71.33145141601562
2025-03-20 16:00:00,24.867,122.12,1.2,57.0,1005234,fishing,0.5199999883770943,309.8699970971793,6.859999846667051,-0.13036765,0.006327818,-1.9822656,7.5728807,0,72.8699970971793,beam,-0.20583153739135662,0.14833494900595712,1.4058315373913566,7.82802,345.33145,71.66854858398438
2025-03-20 16:30:00,24.868,122.122,1.1,77.0,1005234,fishing,0.5199999883770943,309.8699970971793,6.859999846667051,-0.13036765,0.006327818,-1.9822656,7.5728807,0,52.869997097179294,beam,-0.2441519173308998,0.06899072506601737,1.3441519173308998,7.82802,345.33145,91.66854858398438
2025-03-20 16:40:00,24.87,122.133,1.4,180.0,1005234,fishing,0.5199999883770943,309.8699970971793,6.859999846667051,-0.13036765,0.006327818,-3.3522656,6.262881,0,50.130002902820706,beam,-0.012300266028493673,-0.2534138558506966,1.4123002660284936,7.103616,331.84167,151.8416748046875
2025-03-20 16:40:00,24.87,122.133,1.4,,1005234,fishing,0.5199999883770943,309.8699970971793,6.859999846667051,-0.13036765,0.006327818,-3.3522656,6.262881,0,,,,,,7.103616,331.84167,
2025-03-20 15:50:00,24.866,122.12,1.3,65.0,2005234,fishing,0.5199999883770943,309.8699970971793,6.859999846667051,-0.13036765,0.006327818,-1.9822656,7.5728807,0,64.8699970971793,beam,-0.22447263385255925,0.11824515014487572,1.5244726338525594,7.82802,345.33145,79.66854858398438
