ts_utc,lat,lon,sog,cog,mmsi,vessel_type
2025-03-21T08:20:00Z,9.833,107.688,0.0,,1069,fishing
2025-03-20T01:50:00Z,33.813,122.005,0.2,,4097,fishing
2025-03-21T00:20:00Z,21.302,114.259,1.7,,11131,fishing
2025-03-20T15:20:00Z,22.139,117.15,0.2,,21658,fishing
2025-03-21T07:50:00Z,12.185,109.224,0.2,,22145,fishing
2025-03-21T03:10:00Z,22.961,117.27,0.3,,67213,fishing
2025-03-21T08:20:00Z,9.833,107.688,0.0,,90782,fishing
2025-03-20T14:40:00Z,10.639,107.78,0.2,315,93365,fishing
2025-03-20T15:10:00Z,10.639,107.78,0.0,216,93365,fishing
2025-03-20T15:20:00Z,10.638,107.779,0.0,,93365,fishing
2025-03-20T02:20:00Z,25.07,61.419,0.0,,700026,fishing
2025-03-20T15:30:00Z,24.867,122.122,1.0,329,1005234,fishing
2025-03-20T15:50:00Z,24.867,122.122,0.9,274,1005234,fishing
2025-03-20T16:00:00Z,24.867,122.12,1.2,057,1005234,fishing
2025-03-20T16:30:00Z,24.868,122.122,1.1,077,1005234,fishing
2025-03-20T16:40:00Z,24.87,122.133,1.4,180,1005234,fishing
2025-03-20T16:40:00Z,24.87,122.133,1.4,,1005234,fishing
2025-03-20T15:50:00Z,24.866,122.12,1.3,065,2005234,fishing
2025-03-20T15:50:00Z,24.867,122.122,0.9,259,2005234,fishing
2025-03-20T16:00:00Z,24.866,122.116,1.3,039,2005234,fishing
2025-03-20T16:30:00Z,24.867,122.117,1.5,083,2005234,fishing
2025-03-20T16:40:00Z,24.869,122.131,1.8,180,2005234,fishing
2025-03-20T16:40:00Z,24.868,122.131,1.7,,2005234,fishing
2025-03-20T16:00:00Z,24.866,122.116,1.3,074,3005234,fishing
2025-03-20T16:00:00Z,24.867,122.12,1.2,242,3005234,fishing
2025-03-20T16:00:00Z,24.866,122.118,1.3,282,3005234,fishing
2025-03-20T16:30:00Z,24.867,122.115,1.5,083,3005234,fishing
2025-03-20T16:40:00Z,24.868,122.131,1.7,270,3005234,fishing
2025-03-20T16:40:00Z,24.868,122.131,1.7,,3005234,fishing
2025-03-20T16:40:00Z,24.867,122.128,1.8,052,5005234,fishing
2025-03-20T16:40:00Z,24.869,122.131,1.8,232,5005234,fishing
2025-03-20T16:40:00Z,24.867,122.128,1.9,049,5005234,fishing
2025-03-20T16:40:00Z,24.87,122.133,1.4,224,5005234,fishing
2025-03-20T16:40:00Z,24.868,122.131,1.7,234,5005234,fishing
2025-03-20T16:40:00Z,24.867,122.128,1.9,,5005234,fishing
2025-03-20T16:40:00Z,24.868,122.131,1.7,047,6005234,fishing
2025-03-20T16:40:00Z,24.87,122.133,1.4,225,6005234,fishing
2025-03-20T16:40:00Z,24.868,122.131,1.7,233,6005234,fishing
2025-03-20T16:40:00Z,24.867,122.128,1.8,,6005234,fishing
2025-03-21T00:00:00Z,-27.576,-48.424,0.0,042,7107710,fishing
2025-03-21T00:00:00Z,-27.576,-48.423,0.0,,7107710,fishing
2025-03-20T03:50:00Z,21.919,114.696,0.3,,9010950,fishing
2025-03-20T04:00:00Z,26.208,120.66,0.9,,9020359,fishing
2025-03-20T19:40:00Z,13.011,100.675,1.7,,9104396,fishing
2025-03-21T12:00:00Z,19.462,113.457,2.0,,9111313,fishing
2025-03-20T19:40:00Z,13.011,100.675,1.7,,9115591,fishing
2025-03-21T00:00:00Z,-21.621,-41.015,0.0,,9135980,fishing
2025-03-20T00:00:00Z,-20.892,-40.771,0.0,,9136216,fishing
2025-03-20T16:30:00Z,24.867,122.117,1.5,260,12005234,fishing
2025-03-20T16:30:00Z,24.867,122.115,1.5,077,12005234,fishing
2025-03-20T16:30:00Z,24.868,122.122,1.1,104,12005234,fishing
2025-03-20T16:40:00Z,24.867,122.128,1.9,,12005234,fishing
2025-03-15T01:30:00Z,22.806,121.202,0.0,206,30551355,fishing
2025-03-15T02:20:00Z,22.791,121.194,0.0,350,30551355,fishing
2025-03-15T02:30:00Z,22.792,121.194,0.0,242,30551355,fishing
2025-03-15T02:30:00Z,22.792,121.193,0.0,000,30551355,fishing
2025-03-15T02:30:00Z,22.792,121.193,0.0,187,30551355,fishing
2025-03-20T00:00:00Z,22.788,121.193,0.0,000,30551355,fishing
2025-03-20T00:50:00Z,22.791,121.193,0.0,186,30551355,fishing
2025-03-20T00:50:00Z,22.788,121.193,0.0,082,30551355,fishing
2025-03-20T08:20:00Z,22.788,121.196,0.0,324,30551355,fishing
2025-03-20T20:20:00Z,22.791,121.193,0.0,000,30551355,fishing
2025-03-20T21:10:00Z,22.791,121.193,0.0,270,30551355,fishing
2025-03-20T21:30:00Z,22.791,121.193,0.0,163,30551355,fishing
2025-03-21T00:00:00Z,22.791,121.193,0.2,019,30551355,fishing
2025-03-21T00:30:00Z,22.792,121.194,0.0,233,30551355,fishing
2025-03-21T01:50:00Z,22.791,121.192,0.0,055,30551355,fishing
2025-03-21T02:20:00Z,22.792,121.194,0.0,,30551355,fishing
2025-03-20T00:00:00Z,22.791,121.193,0.0,185,30551388,fishing
2025-03-20T00:00:00Z,22.788,121.193,0.0,000,30551388,fishing
2025-03-20T00:00:00Z,22.789,121.193,0.0,016,30551388,fishing
2025-03-20T00:00:00Z,22.792,121.194,0.0,166,30551388,fishing
2025-03-20T00:00:00Z,22.788,121.195,0.0,338,30551388,fishing
2025-03-20T00:00:00Z,22.791,121.193,0.0,187,30551388,fishing
2025-03-20T00:00:00Z,22.789,121.193,0.0,000,30551388,fishing
2025-03-20T00:50:00Z,22.791,121.193,0.0,186,30551388,fishing
2025-03-20T00:50:00Z,22.788,121.193,0.0,011,30551388,fishing
2025-03-20T20:20:00Z,22.791,121.193,0.0,000,30551388,fishing
2025-03-20T21:10:00Z,22.791,121.193,0.0,270,30551388,fishing
2025-03-20T21:30:00Z,22.791,121.193,0.0,163,30551388,fishing
2025-03-21T00:00:00Z,22.791,121.193,0.2,019,30551388,fishing
2025-03-21T00:30:00Z,22.792,121.194,0.0,233,30551388,fishing
2025-03-21T01:50:00Z,22.791,121.192,0.0,053,30551388,fishing
2025-03-21T02:20:00Z,22.792,121.194,0.0,,30551388,fishing
2025-03-15T02:20:00Z,22.791,121.194,0.0,155,30551399,fishing
2025-03-15T02:20:00Z,22.79,121.194,0.0,327,30551399,fishing
2025-03-15T02:30:00Z,22.792,121.193,0.0,000,30551399,fishing
2025-03-15T02:30:00Z,22.792,121.193,0.0,062,30551399,fishing
2025-03-15T02:30:00Z,22.792,121.194,0.0,196,30551399,fishing
2025-03-20T00:00:00Z,22.789,121.193,0.0,000,30551399,fishing
2025-03-20T00:50:00Z,22.791,121.193,0.0,051,30551399,fishing
2025-03-20T20:20:00Z,22.792,121.194,0.0,212,30551399,fishing
2025-03-21T00:00:00Z,22.791,121.193,0.0,180,30551399,fishing
2025-03-21T00:00:00Z,22.791,121.193,0.2,019,30551399,fishing
2025-03-21T00:30:00Z,22.792,121.194,0.0,233,30551399,fishing
2025-03-21T01:50:00Z,22.791,121.192,0.0,053,30551399,fishing
2025-03-21T07:20:00Z,22.792,121.194,0.0,242,30551399,fishing
2025-03-21T07:20:00Z,22.791,121.193,0.0,,30551399,fishing
2025-03-21T11:10:00Z,36.074,123.467,0.3,,33900035,fishing
2025-03-21T01:00:00Z,12.199,109.197,0.0,117,57246246,fishing
2025-03-21T01:00:00Z,12.198,109.198,0.0,304,57246246,fishing
2025-03-21T01:00:00Z,12.199,109.197,0.0,130,57246246,fishing
2025-03-21T01:00:00Z,12.198,109.198,0.0,322,57246246,fishing
2025-03-21T01:00:00Z,12.198,109.198,0.0,,57246246,fishing
2025-03-21T09:10:00Z,10.464,108.918,0.0,,57499899,fishing
2025-03-20T03:50:00Z,22.076,115.883,0.0,000,61052508,fishing
2025-03-20T03:50:00Z,22.076,115.883,0.0,273,61052508,fishing
2025-03-21T01:40:00Z,22.078,115.845,1.4,000,61052508,fishing
2025-03-21T01:40:00Z,22.078,115.845,1.4,,61052508,fishing
2025-03-20T01:20:00Z,22.096,115.247,0.3,,61199608,fishing
2025-03-20T16:50:00Z,21.793,114.841,0.2,,61715807,fishing
