start,end,id,type,boundingBox,position__lat,position__lon,regions__mpa,regions__eez,regions__rfmo,regions__fao,regions__majorFao,regions__eez12Nm,regions__highSeas,regions__mpaNoTakePartial,regions__mpaNoTake,distances__startDistanceFromShoreKm,distances__endDistanceFromShoreKm,distances__startDistanceFromPortKm,distances__endDistanceFromPortKm,vessel__id,vessel__name,vessel__ssvid,vessel__flag,vessel__type,vessel__publicAuthorizations,vessel__nextPort__id,vessel__nextPort__flag,vessel__nextPort__name,vessel__nextPort__portVisitEventId,encounter__vessel__id,encounter__vessel__flag,encounter__vessel__name,encounter__vessel__type,encounter__vessel__ssvid,encounter__vessel__publicAuthorizations,encounter__medianDistanceKilometers,encounter__medianSpeedKnots,encounter__type,encounter__potentialRisk,encounter__mainVesselPublicAuthorizationStatus,encounter__encounteredVesselPublicAuthorizationStatus,ts_utc,lat_fallback,lon_fallback,lat,lon,sog,mmsi,_t,lat_next,lon_next,cog_sin,cog_cos,vessel_type_carrier,vessel_type_fishing
2025-03-21T08:20:00.000Z,2025-03-21T19:50:00.000Z,43b75c1a96b63f67cdbc2e0cb7f1ee71.1,encounter,"[107.68808286322451, 9.833165012934503, 107.68808286322451, 9.833165012934503]",-1.3997407786963865,0.5861595649094958,[],['8484'],"['APFIC', 'SEAFDEC', 'IWC', 'WCPFC', 'ACAP']",['71'],['71'],[],[],[],[],0.35341704693153364,0.35341704693153364,0.12072040383365681,0.12072040383365681,71b83cec5-5876-c63a-2819-c01e31bd23fe,69HUYNHDUONG B1 SO1,-3.5771087281046157,SAU,fishing,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",vnm-vungtau,VNM,VUNG TAU,37b4c6f7d62c50310c98fb5fac3fa40b,800672bec-cda2-25c5-69e1-9acee24ac034,SAU,82HYNH-DUONG BAN1SO1,fishing,-3.5763714017081414,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",1.1070654843702432,-0.4960523420262998,fishing-fishing,False,not_matching_relevant_public_authorization,not_matching_relevant_public_authorization,2025-03-21T08:20:00Z,-1.3732719976433623,0.6902982030758634,-1.3997407786963865,0.5861595649094958,-0.5063421076000949,1069,2025-03-21 08:20:00+00:00,0.18578128687295853,-0.48697455593586564,0.004380183338931784,-0.046458016146704036,False,True
2025-03-20T01:50:00.000Z,2025-03-20T18:20:00.000Z,b3e38184579f4511a6e9840b778ccd9e.1,encounter,"[122.00539146044576, 33.81282295547346, 122.00539146044576, 33.81282295547346]",0.8776743520458467,0.9487140957975833,[],['8486'],"['ACAP', 'WCPFC', 'IWC', 'PICES']",['61'],['61'],[],[],[],[],0.9576031088083682,0.9576031088083682,0.302567486449325,0.302567486449325,40a8e3c41-1ed6-190c-b9e4-7a394c3e34a5,SUGANYU04097,-3.5770838116107173,SAU,fishing,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",chn-taizhou,CHN,TAIZHOU,14c471a69e45d8b609658af67e78b6bd,d73a02875-5c4a-9334-71a8-d475dbfcd09c,CHN,SUGANYU04369,fishing,-0.18397184385857143,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",-0.08048887944702551,-0.1691845937498637,fishing-fishing,False,not_matching_relevant_public_authorization,not_matching_relevant_public_authorization,2025-03-20T01:50:00Z,-0.06589592555906862,0.9844638833371753,0.8776743520458467,0.9487140957975833,-0.157261026869247,4097,2025-03-20 01:50:00+00:00,0.18578128687295853,-0.48697455593586564,0.004380183338931784,-0.046458016146704036,False,True
2025-03-21T00:20:00.000Z,2025-03-21T04:20:00.000Z,8de2ab2fe949105af575e576de8520b8.1,encounter,"[114.25917196178307, 21.302096231462137, 114.25917196178307, 21.302096231462137]",-0.3105046616231411,0.7525584025338183,[],['8486'],"['APFIC', 'WCPFC', 'IWC', 'ACAP']",['61'],['61'],[],[],[],[],0.2474194922162995,0.2474194922162995,0.0699092307320394,0.0699092307320394,265c58442-2047-1507-b20f-da6f7e729434,BIPU83033,-3.5770259309574537,SAU,fishing,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",chn-hongkong,CHN,HONGKONG,9054323c6194d23cc83b48e4e7130915,817809e9a-a53f-f512-0606-26880a041995,CHN,QIONGDANYU11114,fishing,-0.18258478987403104,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",-0.7622330512680501,2.459816220344482,fishing-fishing,False,not_matching_relevant_public_authorization,not_matching_relevant_public_authorization,2025-03-21T00:20:00Z,-0.7479834183227845,0.8253088359479054,-0.3105046616231411,0.7525584025338183,2.460847078612112,11131,2025-03-21 00:20:00+00:00,0.18578128687295853,-0.48697455593586564,0.004380183338931784,-0.046458016146704036,False,True
2025-03-20T15:20:00.000Z,2025-03-20T20:10:00.000Z,ad42182f75debfbc79ca808e0b4abdff.1,encounter,"[117.15004954584367, 22.139284972422395, 117.15004954584367, 22.139284972422395]",-0.2309932457756126,0.8257616348395802,[],['8486'],"['IWC', 'WCPFC', 'APFIC', 'ACAP']",['61'],['61'],[],[],[],[],0.7350082439063765,0.7350082439063765,0.37287332616181373,0.37287332616181373,5a7704fee-e47d-2e8e-f670-15f0f593949d,021658,-3.5769393074662816,ARM,fishing,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",sau-karanfield,SAU,RAS TANURA,0741625e95fa39a0acb17078130848f0,c89c0dcc1-189d-6789-f7a7-d85936c2d02d,CHN,YUENANAOYU21658,fishing,-0.18303306464320226,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",0.3886684000857226,-0.1691845937498637,fishing-fishing,False,not_matching_relevant_public_authorization,not_matching_relevant_public_authorization,2025-03-20T15:20:00Z,-0.7023397093769541,0.8847052626780251,-0.2309932457756126,0.8257616348395802,-0.157261026869247,21658,2025-03-20 15:20:00+00:00,0.18578128687295853,-0.48697455593586564,0.004380183338931784,-0.046458016146704036,False,True
2025-03-21T07:50:00.000Z,2025-03-21T16:30:00.000Z,d77601d746a5a2c2dbf7a4ab928264cc.2,encounter,"[109.22441952904002, 12.184700055805674, 109.22441952904002, 12.184700055805674]",-1.1764117123257898,0.6250630261629003,['303035'],['8484'],"['ACAP', 'IWC', 'APFIC', 'SEAFDEC', 'WCPFC']",['71'],['71'],[],[],[],[],-0.44156461343272235,-0.44156461343272235,-0.38848472771113274,-0.38848472771113274,b0c0dad96-6d67-79f4-ee5a-3de37ab19e36,HIEU 78,-3.576935300090942,SAU,fishing,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",sau-karanfield,SAU,RAS TANURA,0741625e95fa39a0acb17078130848f0,44b04411b-bc3b-c07e-5332-eee828c64127,VNM,DANH NHAT,fishing,1.1473112445236622,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",-0.5423155764870744,-0.1691845937498637,fishing-fishing,False,not_matching_relevant_public_authorization,not_matching_relevant_public_authorization,2025-03-21T07:50:00Z,-1.2450658049159953,0.7218640184902024,-1.1764117123257898,0.6250630261629003,-0.157261026869247,22145,2025-03-21 07:50:00+00:00,0.18578128687295853,-0.48697455593586564,0.004380183338931784,-0.046458016146704036,False,True
2025-03-21T03:10:00.000Z,2025-03-22T12:40:00.000Z,1080b520e1d0dea5b572d1915a6c5429.2,encounter,"[117.27009904936912, 22.961015611681724, 117.27009904936912, 22.961015611681724]",-0.15295391180294862,0.8288029065290508,[],['8486'],"['APFIC', 'IWC', 'WCPFC', 'ACAP']",['61'],['61'],[],[],[],[],0.0884231601434483,0.0884231601434483,-0.32839714950137844,-0.32839714950137844,db27d2d76-6fc6-59ea-3528-7cbd8c453e50,672133,-3.576564449183738,TUN,fishing,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",sau-karanfield,SAU,RAS TANURA,0741625e95fa39a0acb17078130848f0,597247d12-2731-388a-6f7a-10cbedfd60de,CHN,YUE HAO YU 5?071,fishing,-0.18302603733529485,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",-1.1727456708592046,0.08211695465621353,fishing-fishing,False,not_matching_relevant_public_authorization,not_matching_relevant_public_authorization,2025-03-21T03:10:00Z,-0.6575387794370657,0.8871718187091252,-0.15295391180294862,0.8288029065290508,0.01727951349617691,67213,2025-03-21 03:10:00+00:00,0.18578128687295853,-0.48697455593586564,0.004380183338931784,-0.046458016146704036,False,True
2025-03-21T08:20:00.000Z,2025-03-21T19:50:00.000Z,43b75c1a96b63f67cdbc2e0cb7f1ee71.2,encounter,"[107.68808286322451, 9.833165012934503, 107.68808286322451, 9.833165012934503]",-1.3997407786963865,0.5861595649094958,[],['8484'],"['ACAP', 'IWC', 'SEAFDEC', 'APFIC', 'WCPFC']",['71'],['71'],[],[],[],[],0.35341704693153364,0.35341704693153364,0.12072040383365681,0.12072040383365681,800672bec-cda2-25c5-69e1-9acee24ac034,82HYNH-DUONG BAN1SO1,-3.576370507028952,SAU,fishing,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",vnm-vungtau,VNM,VUNG TAU,c6d37f42862019ab6b05b994e7a18159,71b83cec5-5876-c63a-2819-c01e31bd23fe,SAU,69HUYNHDUONG B1 SO1,fishing,-3.577109622872425,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",1.1070654843702432,-0.4960523420262998,fishing-fishing,False,not_matching_relevant_public_authorization,not_matching_relevant_public_authorization,2025-03-21T08:20:00Z,-1.3732719976433623,0.6902982030758634,-1.3997407786963865,0.5861595649094958,-0.5063421076000949,90782,2025-03-21 08:20:00+00:00,0.18578128687295853,-0.48697455593586564,0.004380183338931784,-0.046458016146704036,False,True
2025-03-20T14:40:00.000Z,2025-03-20T18:20:00.000Z,4dd44aeb1e1af33555da6acf80ea3e6e.2,encounter,"[107.7800246112446, 10.6387145949046, 107.7800246112446, 10.6387145949046]",-1.3232400077155164,0.5884867328384079,[],['8484'],"['ACAP', 'IWC', 'WCPFC', 'SEAFDEC', 'APFIC']",['71'],['71'],[],[],[],[],-0.43096485796119893,-0.43096485796119893,0.03967347580685223,0.03967347580685223,4aa143b54-46cc-7ee0-5b2a-8d76cb470929,79THANHNHAN-BAN3SO35,-3.576349252305128,SAU,fishing,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",vnm-vungtau,VNM,VUNG TAU,bdf30baf80bc2f5a747dac69f11d0619,0f27491a7-79d8-7821-b886-84dd22c95a8d,VNM,THANH NHAN,fishing,1.1519984177544185,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",1.6935120837861783,-0.19730224951557865,fishing-fishing,False,not_matching_relevant_public_authorization,not_matching_relevant_public_authorization,2025-03-20T14:40:00Z,-1.3293532624024833,0.6921872527297902,-1.3232400077155164,0.5884867328384079,-0.157261026869247,93365,2025-03-20 14:40:00+00:00,-2.1981507368085125,1.5008582013677494,-1.2368169406839138,1.188945160246292,False,True
2025-03-20T15:10:00.000Z,2025-03-20T18:20:00.000Z,3838bf012807f8f151090375d95ff93b.2,encounter,"[107.77991257732407, 10.638760123572293, 107.77991257732407, 10.638760123572293]",-1.3232305104130981,0.5884842005555689,[],['8484'],"['IWC', 'SEAFDEC', 'ACAP', 'WCPFC', 'APFIC']",['71'],['71'],[],[],[],[],-0.43096485796119893,-0.43096485796119893,0.03967347580685223,0.03967347580685223,4aa143b54-46cc-7ee0-5b2a-8d76cb470929,79THANHNHAN-BAN3SO35,-3.576349252305128,SAU,fishing,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",vnm-vungtau,VNM,VUNG TAU,bdf30baf80bc2f5a747dac69f11d0619,0f5099d65-505a-407b-159e-90b25fa3a0b0,VNM,NHATHOANG98 SO2BANG4,fishing,1.1507736912910602,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",0.6818916997936902,-0.46793468626058493,fishing-fishing,False,not_matching_relevant_public_authorization,not_matching_relevant_public_authorization,2025-03-20T15:10:00Z,-1.3293507801697975,0.6921849508631913,-1.3232305104130981,0.5884842005555689,-0.5063421076000949,93365,2025-03-20 15:10:00+00:00,-2.198270617478771,1.5008375474511864,-1.0273697363326626,-1.4599109644123056,False,True
2025-03-20T15:20:00.000Z,2025-03-20T17:30:00.000Z,94045b9a97ae434e6cf53d99332bf8d1.1,encounter,"[107.77934906169203, 10.637970434016513, 107.77934906169203, 10.637970434016513]",-1.323306488832446,0.5884690068585361,[],['8484'],"['WCPFC', 'SEAFDEC', 'IWC', 'APFIC', 'ACAP']",['71'],['71'],[],[],[],[],-0.43096485796119893,-0.43096485796119893,0.03967347580685223,0.03967347580685223,4aa143b54-46cc-7ee0-5b2a-8d76cb470929,79THANHNHAN-BAN3SO35,-3.576349252305128,SAU,fishing,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",vnm-vungtau,VNM,VUNG TAU,bdf30baf80bc2f5a747dac69f11d0619,ae499324d-d7f0-5119-6f00-a7a090788bc4,VNM,THAN NHAN 70 S4BAN4,fishing,1.146916415146597,"[{'hasPubliclyListedAuthorization': 'false', 'rfmo': 'WCPFC'}]",1.8181319861620644,-0.5048391094530857,fishing-fishing,False,not_matching_relevant_public_authorization,not_matching_relevant_public_authorization,2025-03-20T15:20:00Z,-1.3293938342130234,0.6921733727821497,-1.323306488832446,0.5884690068585361,-0.5063421076000949,93365,2025-03-20 15:20:00+00:00,0.18578128687295853,-0.48697455593586564,0.004380183338931784,-0.046458016146704036,False,True
